,Virus
1028,SARS_COV_2 
11602,MERS       
320,SARS_COV_2 
7341,SARS_COV_2 
239,SARS_COV_2 
8783,SARS_COV_2 
5688,SARS_COV_2 
10901,SARS_COV_2 
5149,SARS_COV_2 
10250,SARS_COV_2 
11680,MERS       
3136,SARS_COV_2 
9617,SARS_COV_2 
6261,SARS_COV_2 
6484,SARS_COV_2 
4649,SARS_COV_2 
4229,SARS_COV_2 
10895,SARS_COV_2 
6016,SARS_COV_2 
8941,SARS_COV_2 
1731,SARS_COV_2 
6884,SARS_COV_2 
12524,MERS       
9473,SARS_COV_2 
1851,SARS_COV_2 
8423,SARS_COV_2 
10418,SARS_COV_2 
9931,SARS_COV_2 
6933,SARS_COV_2 
11915,MERS       
9456,SARS_COV_2 
8986,SARS_COV_2 
7157,SARS_COV_2 
10734,SARS_COV_2 
2625,SARS_COV_2 
11957,MERS       
8776,SARS_COV_2 
6368,SARS_COV_2 
6280,SARS_COV_2 
8983,SARS_COV_2 
1641,SARS_COV_2 
4525,SARS_COV_2 
9956,SARS_COV_2 
11576,MERS       
6968,SARS_COV_2 
3563,SARS_COV_2 
5185,SARS_COV_2 
2090,SARS_COV_2 
13065,MERS       
3922,SARS_COV_2 
5448,SARS_COV_2 
3255,SARS_COV_2 
10931,SARS_COV_2 
10130,SARS_COV_2 
1168,SARS_COV_2 
6027,SARS_COV_2 
10123,SARS_COV_2 
11232,SARS_COV_2 
649,SARS_COV_2 
4633,SARS_COV_2 
12898,MERS       
8190,SARS_COV_2 
2193,SARS_COV_2 
12729,MERS       
1754,SARS_COV_2 
10970,SARS_COV_2 
7730,SARS_COV_2 
6872,SARS_COV_2 
519,SARS_COV_2 
1798,SARS_COV_2 
7337,SARS_COV_2 
9213,SARS_COV_2 
7110,SARS_COV_2 
10486,SARS_COV_2 
11771,MERS       
10203,SARS_COV_2 
6339,SARS_COV_2 
12744,MERS       
2636,SARS_COV_2 
2504,SARS_COV_2 
4830,SARS_COV_2 
11261,SARS_COV_2 
2713,SARS_COV_2 
8240,SARS_COV_2 
6598,SARS_COV_2 
2502,SARS_COV_2 
2581,SARS_COV_2 
8902,SARS_COV_2 
69,SARS_COV_2 
5980,SARS_COV_2 
1816,SARS_COV_2 
6278,SARS_COV_2 
6844,SARS_COV_2 
12319,MERS       
11374,MERS       
3066,SARS_COV_2 
2638,SARS_COV_2 
2156,SARS_COV_2 
5547,SARS_COV_2 
6096,SARS_COV_2 
8027,SARS_COV_2 
8043,SARS_COV_2 
10085,SARS_COV_2 
454,SARS_COV_2 
2190,SARS_COV_2 
12583,MERS       
11004,SARS_COV_2 
10200,SARS_COV_2 
8574,SARS_COV_2 
10021,SARS_COV_2 
5545,SARS_COV_2 
816,SARS_COV_2 
2466,SARS_COV_2 
8417,SARS_COV_2 
1538,SARS_COV_2 
4808,SARS_COV_2 
6996,SARS_COV_2 
1554,SARS_COV_2 
1757,SARS_COV_2 
568,SARS_COV_2 
6694,SARS_COV_2 
11112,SARS_COV_2 
10496,SARS_COV_2 
7595,SARS_COV_2 
8755,SARS_COV_2 
6697,SARS_COV_2 
12056,MERS       
2184,SARS_COV_2 
7203,SARS_COV_2 
11790,MERS       
12657,MERS       
8133,SARS_COV_2 
3720,SARS_COV_2 
6905,SARS_COV_2 
5127,SARS_COV_2 
10890,SARS_COV_2 
4736,SARS_COV_2 
2597,SARS_COV_2 
995,SARS_COV_2 
10063,SARS_COV_2 
8981,SARS_COV_2 
2620,SARS_COV_2 
12698,MERS       
8193,SARS_COV_2 
7229,SARS_COV_2 
6170,SARS_COV_2 
10053,SARS_COV_2 
3790,SARS_COV_2 
5685,SARS_COV_2 
11301,SARS_COV_2 
4584,SARS_COV_2 
11796,MERS       
8258,SARS_COV_2 
5208,SARS_COV_2 
1106,SARS_COV_2 
2272,SARS_COV_2 
4826,SARS_COV_2 
12901,MERS       
8557,SARS_COV_2 
2227,SARS_COV_2 
12416,MERS       
10870,SARS_COV_2 
4511,SARS_COV_2 
4446,SARS_COV_2 
326,SARS_COV_2 
10962,SARS_COV_2 
1372,SARS_COV_2 
10017,SARS_COV_2 
9859,SARS_COV_2 
2727,SARS_COV_2 
9180,SARS_COV_2 
802,SARS_COV_2 
12556,MERS       
6157,SARS_COV_2 
3828,SARS_COV_2 
6401,SARS_COV_2 
7449,SARS_COV_2 
9106,SARS_COV_2 
2233,SARS_COV_2 
12963,MERS       
6563,SARS_COV_2 
2760,SARS_COV_2 
7766,SARS_COV_2 
13135,MERS       
4908,SARS_COV_2 
6422,SARS_COV_2 
630,SARS_COV_2 
6461,SARS_COV_2 
6065,SARS_COV_2 
13039,MERS       
2274,SARS_COV_2 
52,SARS_COV_2 
8932,SARS_COV_2 
7179,SARS_COV_2 
2049,SARS_COV_2 
10147,SARS_COV_2 
4572,SARS_COV_2 
1581,SARS_COV_2 
10137,SARS_COV_2 
3100,SARS_COV_2 
4144,SARS_COV_2 
7912,SARS_COV_2 
12032,MERS       
9994,SARS_COV_2 
2226,SARS_COV_2 
2139,SARS_COV_2 
6251,SARS_COV_2 
1385,SARS_COV_2 
1045,SARS_COV_2 
7922,SARS_COV_2 
11438,MERS       
9857,SARS_COV_2 
3984,SARS_COV_2 
9607,SARS_COV_2 
7848,SARS_COV_2 
8218,SARS_COV_2 
9476,SARS_COV_2 
6259,SARS_COV_2 
580,SARS_COV_2 
8537,SARS_COV_2 
11856,MERS       
2159,SARS_COV_2 
2163,SARS_COV_2 
3053,SARS_COV_2 
3112,SARS_COV_2 
3863,SARS_COV_2 
12990,MERS       
10938,SARS_COV_2 
8065,SARS_COV_2 
9099,SARS_COV_2 
8301,SARS_COV_2 
7268,SARS_COV_2 
12909,MERS       
12771,MERS       
9167,SARS_COV_2 
4714,SARS_COV_2 
328,SARS_COV_2 
11749,MERS       
674,SARS_COV_2 
6476,SARS_COV_2 
8878,SARS_COV_2 
10887,SARS_COV_2 
5336,SARS_COV_2 
3805,SARS_COV_2 
731,SARS_COV_2 
5058,SARS_COV_2 
7346,SARS_COV_2 
10362,SARS_COV_2 
4184,SARS_COV_2 
8280,SARS_COV_2 
10092,SARS_COV_2 
8320,SARS_COV_2 
703,SARS_COV_2 
9184,SARS_COV_2 
4379,SARS_COV_2 
9768,SARS_COV_2 
5962,SARS_COV_2 
6268,SARS_COV_2 
10857,SARS_COV_2 
584,SARS_COV_2 
3905,SARS_COV_2 
5130,SARS_COV_2 
8660,SARS_COV_2 
2136,SARS_COV_2 
361,SARS_COV_2 
11631,MERS       
7264,SARS_COV_2 
2307,SARS_COV_2 
12929,MERS       
4440,SARS_COV_2 
11236,SARS_COV_2 
131,SARS_COV_2 
2718,SARS_COV_2 
12071,MERS       
7205,SARS_COV_2 
12246,MERS       
4704,SARS_COV_2 
4858,SARS_COV_2 
8346,SARS_COV_2 
9231,SARS_COV_2 
5329,SARS_COV_2 
12740,MERS       
9412,SARS_COV_2 
6093,SARS_COV_2 
10389,SARS_COV_2 
9145,SARS_COV_2 
1507,SARS_COV_2 
5649,SARS_COV_2 
2900,SARS_COV_2 
9225,SARS_COV_2 
2811,SARS_COV_2 
3239,SARS_COV_2 
12562,MERS       
12410,MERS       
5869,SARS_COV_2 
4300,SARS_COV_2 
465,SARS_COV_2 
2651,SARS_COV_2 
4134,SARS_COV_2 
12482,MERS       
4109,SARS_COV_2 
298,SARS_COV_2 
6592,SARS_COV_2 
9168,SARS_COV_2 
10057,SARS_COV_2 
11246,SARS_COV_2 
3343,SARS_COV_2 
2277,SARS_COV_2 
5354,SARS_COV_2 
8015,SARS_COV_2 
4370,SARS_COV_2 
6158,SARS_COV_2 
7699,SARS_COV_2 
5907,SARS_COV_2 
3008,SARS_COV_2 
7933,SARS_COV_2 
5446,SARS_COV_2 
3407,SARS_COV_2 
1094,SARS_COV_2 
4605,SARS_COV_2 
5235,SARS_COV_2 
8972,SARS_COV_2 
1613,SARS_COV_2 
2765,SARS_COV_2 
12831,MERS       
11920,MERS       
7995,SARS_COV_2 
6998,SARS_COV_2 
11417,MERS       
8109,SARS_COV_2 
5284,SARS_COV_2 
2906,SARS_COV_2 
9573,SARS_COV_2 
494,SARS_COV_2 
11902,MERS       
6253,SARS_COV_2 
2537,SARS_COV_2 
12714,MERS       
1164,SARS_COV_2 
4489,SARS_COV_2 
11655,MERS       
6015,SARS_COV_2 
3932,SARS_COV_2 
10212,SARS_COV_2 
3797,SARS_COV_2 
7644,SARS_COV_2 
4960,SARS_COV_2 
1601,SARS_COV_2 
5998,SARS_COV_2 
105,SARS_COV_2 
10059,SARS_COV_2 
4407,SARS_COV_2 
11805,MERS       
3140,SARS_COV_2 
1050,SARS_COV_2 
5507,SARS_COV_2 
10317,SARS_COV_2 
2842,SARS_COV_2 
8410,SARS_COV_2 
7456,SARS_COV_2 
9119,SARS_COV_2 
11156,SARS_COV_2 
13033,MERS       
7854,SARS_COV_2 
3059,SARS_COV_2 
2972,SARS_COV_2 
1484,SARS_COV_2 
12850,MERS       
11648,MERS       
339,SARS_COV_2 
4273,SARS_COV_2 
4977,SARS_COV_2 
7816,SARS_COV_2 
12080,MERS       
6173,SARS_COV_2 
6139,SARS_COV_2 
5323,SARS_COV_2 
7227,SARS_COV_2 
12612,MERS       
2076,SARS_COV_2 
1301,SARS_COV_2 
3219,SARS_COV_2 
8070,SARS_COV_2 
4208,SARS_COV_2 
1033,SARS_COV_2 
2468,SARS_COV_2 
7108,SARS_COV_2 
1506,SARS_COV_2 
8020,SARS_COV_2 
4770,SARS_COV_2 
10282,SARS_COV_2 
3258,SARS_COV_2 
11122,SARS_COV_2 
1085,SARS_COV_2 
3988,SARS_COV_2 
3114,SARS_COV_2 
10000,SARS_COV_2 
864,SARS_COV_2 
7054,SARS_COV_2 
12076,MERS       
7053,SARS_COV_2 
6953,SARS_COV_2 
11706,MERS       
4192,SARS_COV_2 
8230,SARS_COV_2 
11699,MERS       
9257,SARS_COV_2 
8886,SARS_COV_2 
10483,SARS_COV_2 
5893,SARS_COV_2 
7908,SARS_COV_2 
4351,SARS_COV_2 
6103,SARS_COV_2 
1740,SARS_COV_2 
11305,SARS_COV_2 
9865,SARS_COV_2 
7868,SARS_COV_2 
9564,SARS_COV_2 
11974,MERS       
10648,SARS_COV_2 
8430,SARS_COV_2 
3294,SARS_COV_2 
1021,SARS_COV_2 
11987,MERS       
10256,SARS_COV_2 
7510,SARS_COV_2 
7744,SARS_COV_2 
4356,SARS_COV_2 
9724,SARS_COV_2 
9513,SARS_COV_2 
9249,SARS_COV_2 
1216,SARS_COV_2 
7055,SARS_COV_2 
3664,SARS_COV_2 
7668,SARS_COV_2 
7970,SARS_COV_2 
5188,SARS_COV_2 
10188,SARS_COV_2 
10354,SARS_COV_2 
4654,SARS_COV_2 
8407,SARS_COV_2 
12167,MERS       
13179,MERS       
555,SARS_COV_2 
9084,SARS_COV_2 
3758,SARS_COV_2 
6347,SARS_COV_2 
4821,SARS_COV_2 
13175,MERS       
12129,MERS       
10035,SARS_COV_2 
10894,SARS_COV_2 
6719,SARS_COV_2 
7779,SARS_COV_2 
124,SARS_COV_2 
10096,SARS_COV_2 
12269,MERS       
609,SARS_COV_2 
579,SARS_COV_2 
12889,MERS       
12774,MERS       
10874,SARS_COV_2 
10731,SARS_COV_2 
4191,SARS_COV_2 
8868,SARS_COV_2 
10640,SARS_COV_2 
11934,MERS       
3603,SARS_COV_2 
12312,MERS       
12200,MERS       
969,SARS_COV_2 
12926,MERS       
2398,SARS_COV_2 
10228,SARS_COV_2 
11709,MERS       
2587,SARS_COV_2 
1483,SARS_COV_2 
12759,MERS       
9627,SARS_COV_2 
4499,SARS_COV_2 
1928,SARS_COV_2 
1128,SARS_COV_2 
6671,SARS_COV_2 
6151,SARS_COV_2 
8097,SARS_COV_2 
6723,SARS_COV_2 
13077,MERS       
5920,SARS_COV_2 
5464,SARS_COV_2 
11900,MERS       
4453,SARS_COV_2 
5868,SARS_COV_2 
5190,SARS_COV_2 
11399,MERS       
6912,SARS_COV_2 
12706,MERS       
7486,SARS_COV_2 
5826,SARS_COV_2 
509,SARS_COV_2 
5047,SARS_COV_2 
1526,SARS_COV_2 
7570,SARS_COV_2 
9284,SARS_COV_2 
10911,SARS_COV_2 
66,SARS_COV_2 
4647,SARS_COV_2 
7971,SARS_COV_2 
4176,SARS_COV_2 
1015,SARS_COV_2 
11822,MERS       
1228,SARS_COV_2 
3324,SARS_COV_2 
7740,SARS_COV_2 
12376,MERS       
3591,SARS_COV_2 
10869,SARS_COV_2 
5705,SARS_COV_2 
8129,SARS_COV_2 
3627,SARS_COV_2 
4416,SARS_COV_2 
1855,SARS_COV_2 
2776,SARS_COV_2 
1317,SARS_COV_2 
9383,SARS_COV_2 
75,SARS_COV_2 
11007,SARS_COV_2 
10066,SARS_COV_2 
8088,SARS_COV_2 
1651,SARS_COV_2 
4538,SARS_COV_2 
11970,MERS       
4131,SARS_COV_2 
12549,MERS       
9097,SARS_COV_2 
1635,SARS_COV_2 
8445,SARS_COV_2 
12160,MERS       
7049,SARS_COV_2 
7622,SARS_COV_2 
8408,SARS_COV_2 
4066,SARS_COV_2 
9976,SARS_COV_2 
5867,SARS_COV_2 
9393,SARS_COV_2 
5184,SARS_COV_2 
6153,SARS_COV_2 
1186,SARS_COV_2 
3153,SARS_COV_2 
12586,MERS       
2287,SARS_COV_2 
1907,SARS_COV_2 
13066,MERS       
11684,MERS       
4822,SARS_COV_2 
10601,SARS_COV_2 
11675,MERS       
11525,MERS       
5287,SARS_COV_2 
13111,MERS       
6405,SARS_COV_2 
11914,MERS       
8421,SARS_COV_2 
8520,SARS_COV_2 
4856,SARS_COV_2 
8701,SARS_COV_2 
11623,MERS       
12985,MERS       
487,SARS_COV_2 
6770,SARS_COV_2 
12300,MERS       
5902,SARS_COV_2 
2866,SARS_COV_2 
9344,SARS_COV_2 
760,SARS_COV_2 
2282,SARS_COV_2 
2489,SARS_COV_2 
10215,SARS_COV_2 
8881,SARS_COV_2 
5442,SARS_COV_2 
8959,SARS_COV_2 
1167,SARS_COV_2 
11559,MERS       
720,SARS_COV_2 
4077,SARS_COV_2 
10957,SARS_COV_2 
6509,SARS_COV_2 
11522,MERS       
10819,SARS_COV_2 
12627,MERS       
12122,MERS       
10960,SARS_COV_2 
2446,SARS_COV_2 
5925,SARS_COV_2 
12971,MERS       
6389,SARS_COV_2 
9703,SARS_COV_2 
394,SARS_COV_2 
11296,SARS_COV_2 
758,SARS_COV_2 
6466,SARS_COV_2 
9448,SARS_COV_2 
2988,SARS_COV_2 
11098,SARS_COV_2 
2228,SARS_COV_2 
5172,SARS_COV_2 
5921,SARS_COV_2 
11209,SARS_COV_2 
1590,SARS_COV_2 
3671,SARS_COV_2 
9238,SARS_COV_2 
10061,SARS_COV_2 
11076,SARS_COV_2 
8125,SARS_COV_2 
3042,SARS_COV_2 
6920,SARS_COV_2 
1688,SARS_COV_2 
5758,SARS_COV_2 
8922,SARS_COV_2 
12914,MERS       
2014,SARS_COV_2 
4717,SARS_COV_2 
12635,MERS       
9278,SARS_COV_2 
7589,SARS_COV_2 
9031,SARS_COV_2 
2685,SARS_COV_2 
6978,SARS_COV_2 
2779,SARS_COV_2 
3508,SARS_COV_2 
7326,SARS_COV_2 
459,SARS_COV_2 
13034,MERS       
9035,SARS_COV_2 
5237,SARS_COV_2 
9477,SARS_COV_2 
7820,SARS_COV_2 
10786,SARS_COV_2 
235,SARS_COV_2 
2414,SARS_COV_2 
2037,SARS_COV_2 
2454,SARS_COV_2 
8859,SARS_COV_2 
5602,SARS_COV_2 
3569,SARS_COV_2 
263,SARS_COV_2 
2232,SARS_COV_2 
7116,SARS_COV_2 
7266,SARS_COV_2 
7455,SARS_COV_2 
696,SARS_COV_2 
3875,SARS_COV_2 
5023,SARS_COV_2 
6903,SARS_COV_2 
6829,SARS_COV_2 
10383,SARS_COV_2 
7075,SARS_COV_2 
12916,MERS       
12207,MERS       
10272,SARS_COV_2 
5062,SARS_COV_2 
7407,SARS_COV_2 
3810,SARS_COV_2 
13062,MERS       
5671,SARS_COV_2 
10515,SARS_COV_2 
3268,SARS_COV_2 
5813,SARS_COV_2 
6132,SARS_COV_2 
4515,SARS_COV_2 
3542,SARS_COV_2 
8833,SARS_COV_2 
1852,SARS_COV_2 
192,SARS_COV_2 
13108,MERS       
12923,MERS       
9201,SARS_COV_2 
11243,SARS_COV_2 
9572,SARS_COV_2 
9217,SARS_COV_2 
841,SARS_COV_2 
4137,SARS_COV_2 
8435,SARS_COV_2 
248,SARS_COV_2 
7398,SARS_COV_2 
1884,SARS_COV_2 
9959,SARS_COV_2 
7017,SARS_COV_2 
8011,SARS_COV_2 
4079,SARS_COV_2 
7941,SARS_COV_2 
2925,SARS_COV_2 
4976,SARS_COV_2 
3245,SARS_COV_2 
4349,SARS_COV_2 
7959,SARS_COV_2 
5160,SARS_COV_2 
2018,SARS_COV_2 
5038,SARS_COV_2 
12106,MERS       
2894,SARS_COV_2 
7822,SARS_COV_2 
1840,SARS_COV_2 
7276,SARS_COV_2 
5597,SARS_COV_2 
4114,SARS_COV_2 
10428,SARS_COV_2 
1178,SARS_COV_2 
5088,SARS_COV_2 
4494,SARS_COV_2 
9266,SARS_COV_2 
2793,SARS_COV_2 
4693,SARS_COV_2 
7292,SARS_COV_2 
3201,SARS_COV_2 
5173,SARS_COV_2 
13134,MERS       
6028,SARS_COV_2 
5797,SARS_COV_2 
6400,SARS_COV_2 
8122,SARS_COV_2 
950,SARS_COV_2 
2933,SARS_COV_2 
12333,MERS       
10585,SARS_COV_2 
9176,SARS_COV_2 
771,SARS_COV_2 
11606,MERS       
2994,SARS_COV_2 
12594,MERS       
13177,SARS_COV_1 
3699,SARS_COV_2 
10156,SARS_COV_2 
12888,MERS       
4607,SARS_COV_2 
10607,SARS_COV_2 
3127,SARS_COV_2 
12223,MERS       
8391,SARS_COV_2 
2310,SARS_COV_2 
3044,SARS_COV_2 
897,SARS_COV_2 
11187,SARS_COV_2 
9303,SARS_COV_2 
7028,SARS_COV_2 
4848,SARS_COV_2 
9837,SARS_COV_2 
7378,SARS_COV_2 
7874,SARS_COV_2 
477,SARS_COV_2 
8217,SARS_COV_2 
1561,SARS_COV_2 
7697,SARS_COV_2 
5229,SARS_COV_2 
6349,SARS_COV_2 
11029,SARS_COV_2 
10039,SARS_COV_2 
10948,SARS_COV_2 
3691,SARS_COV_2 
10917,SARS_COV_2 
801,SARS_COV_2 
11735,MERS       
3827,SARS_COV_2 
2971,SARS_COV_2 
4644,SARS_COV_2 
4486,SARS_COV_2 
12252,MERS       
3123,SARS_COV_2 
4056,SARS_COV_2 
12364,MERS       
11208,SARS_COV_2 
2132,SARS_COV_2 
9272,SARS_COV_2 
12674,MERS       
1288,SARS_COV_2 
4462,SARS_COV_2 
6111,SARS_COV_2 
8905,SARS_COV_2 
10993,SARS_COV_2 
12430,MERS       
6423,SARS_COV_2 
3544,SARS_COV_2 
3200,SARS_COV_2 
10681,SARS_COV_2 
3635,SARS_COV_2 
1624,SARS_COV_2 
6109,SARS_COV_2 
1072,SARS_COV_2 
12564,MERS       
1063,SARS_COV_2 
4385,SARS_COV_2 
797,SARS_COV_2 
7030,SARS_COV_2 
11719,MERS       
11194,SARS_COV_2 
7567,SARS_COV_2 
3847,SARS_COV_2 
11625,MERS       
11537,MERS       
4235,SARS_COV_2 
7189,SARS_COV_2 
6006,SARS_COV_2 
4139,SARS_COV_2 
4997,SARS_COV_2 
2496,SARS_COV_2 
7809,SARS_COV_2 
867,SARS_COV_2 
8195,SARS_COV_2 
7702,SARS_COV_2 
5344,SARS_COV_2 
10209,SARS_COV_2 
4464,SARS_COV_2 
12191,MERS       
1488,SARS_COV_2 
1151,SARS_COV_2 
479,SARS_COV_2 
10730,SARS_COV_2 
13001,MERS       
634,SARS_COV_2 
10718,SARS_COV_2 
6679,SARS_COV_2 
6317,SARS_COV_2 
10454,SARS_COV_2 
9691,SARS_COV_2 
2673,SARS_COV_2 
2063,SARS_COV_2 
5333,SARS_COV_2 
9123,SARS_COV_2 
3599,SARS_COV_2 
9508,SARS_COV_2 
8300,SARS_COV_2 
5976,SARS_COV_2 
6759,SARS_COV_2 
2599,SARS_COV_2 
1945,SARS_COV_2 
12140,MERS       
3981,SARS_COV_2 
11702,MERS       
2980,SARS_COV_2 
5794,SARS_COV_2 
4003,SARS_COV_2 
3546,SARS_COV_2 
10159,SARS_COV_2 
8330,SARS_COV_2 
3350,SARS_COV_2 
11931,MERS       
11282,SARS_COV_2 
4547,SARS_COV_2 
120,SARS_COV_2 
8625,SARS_COV_2 
9191,SARS_COV_2 
589,SARS_COV_2 
2605,SARS_COV_2 
128,SARS_COV_2 
1452,SARS_COV_2 
1273,SARS_COV_2 
11968,MERS       
395,SARS_COV_2 
12271,MERS       
4162,SARS_COV_2 
4870,SARS_COV_2 
7183,SARS_COV_2 
4956,SARS_COV_2 
2862,SARS_COV_2 
5823,SARS_COV_2 
12186,MERS       
11276,SARS_COV_2 
13144,MERS       
10158,SARS_COV_2 
11498,MERS       
4078,SARS_COV_2 
12464,MERS       
7620,SARS_COV_2 
9404,SARS_COV_2 
493,SARS_COV_2 
7103,SARS_COV_2 
8089,SARS_COV_2 
12161,MERS       
3901,SARS_COV_2 
208,SARS_COV_2 
5908,SARS_COV_2 
3155,SARS_COV_2 
10617,SARS_COV_2 
9774,SARS_COV_2 
8403,SARS_COV_2 
12077,MERS       
12284,MERS       
7357,SARS_COV_2 
7402,SARS_COV_2 
10982,SARS_COV_2 
414,SARS_COV_2 
12384,MERS       
10284,SARS_COV_2 
4577,SARS_COV_2 
7846,SARS_COV_2 
12385,MERS       
13004,MERS       
462,SARS_COV_2 
1503,SARS_COV_2 
1347,SARS_COV_2 
10687,SARS_COV_2 
6060,SARS_COV_2 
10364,SARS_COV_2 
662,SARS_COV_2 
11678,MERS       
12568,MERS       
8643,SARS_COV_2 
9435,SARS_COV_2 
5131,SARS_COV_2 
12614,MERS       
147,SARS_COV_2 
291,SARS_COV_2 
8495,SARS_COV_2 
12508,MERS       
5785,SARS_COV_2 
11594,MERS       
9711,SARS_COV_2 
10083,SARS_COV_2 
8388,SARS_COV_2 
10476,SARS_COV_2 
5934,SARS_COV_2 
10164,SARS_COV_2 
2334,SARS_COV_2 
586,SARS_COV_2 
8730,SARS_COV_2 
6078,SARS_COV_2 
7887,SARS_COV_2 
5091,SARS_COV_2 
3883,SARS_COV_2 
4563,SARS_COV_2 
10427,SARS_COV_2 
9938,SARS_COV_2 
11529,MERS       
10227,SARS_COV_2 
4101,SARS_COV_2 
12845,MERS       
9333,SARS_COV_2 
8502,SARS_COV_2 
3207,SARS_COV_2 
10733,SARS_COV_2 
11050,SARS_COV_2 
9196,SARS_COV_2 
5069,SARS_COV_2 
3092,SARS_COV_2 
5799,SARS_COV_2 
9587,SARS_COV_2 
6122,SARS_COV_2 
8286,SARS_COV_2 
12055,MERS       
1182,SARS_COV_2 
5587,SARS_COV_2 
12649,MERS       
7480,SARS_COV_2 
3811,SARS_COV_2 
1276,SARS_COV_2 
4326,SARS_COV_2 
1260,SARS_COV_2 
271,SARS_COV_2 
7114,SARS_COV_2 
3742,SARS_COV_2 
779,SARS_COV_2 
7511,SARS_COV_2 
7254,SARS_COV_2 
7216,SARS_COV_2 
3903,SARS_COV_2 
1857,SARS_COV_2 
2939,SARS_COV_2 
5202,SARS_COV_2 
10321,SARS_COV_2 
4909,SARS_COV_2 
9570,SARS_COV_2 
11247,SARS_COV_2 
2594,SARS_COV_2 
7253,SARS_COV_2 
6272,SARS_COV_2 
3444,SARS_COV_2 
4236,SARS_COV_2 
2821,SARS_COV_2 
8503,SARS_COV_2 
10680,SARS_COV_2 
10591,SARS_COV_2 
11754,MERS       
11798,MERS       
2809,SARS_COV_2 
5748,SARS_COV_2 
9512,SARS_COV_2 
7011,SARS_COV_2 
5669,SARS_COV_2 
1650,SARS_COV_2 
388,SARS_COV_2 
5297,SARS_COV_2 
12894,MERS       
12560,MERS       
4447,SARS_COV_2 
4772,SARS_COV_2 
6437,SARS_COV_2 
12773,MERS       
8513,SARS_COV_2 
221,SARS_COV_2 
5645,SARS_COV_2 
6110,SARS_COV_2 
511,SARS_COV_2 
1453,SARS_COV_2 
9875,SARS_COV_2 
7039,SARS_COV_2 
2329,SARS_COV_2 
9506,SARS_COV_2 
11248,SARS_COV_2 
5508,SARS_COV_2 
8606,SARS_COV_2 
751,SARS_COV_2 
2219,SARS_COV_2 
8137,SARS_COV_2 
3488,SARS_COV_2 
812,SARS_COV_2 
11196,SARS_COV_2 
6227,SARS_COV_2 
3777,SARS_COV_2 
10162,SARS_COV_2 
7883,SARS_COV_2 
13165,MERS       
3317,SARS_COV_2 
12738,MERS       
9361,SARS_COV_2 
6187,SARS_COV_2 
3364,SARS_COV_2 
10780,SARS_COV_2 
814,SARS_COV_2 
2823,SARS_COV_2 
10866,SARS_COV_2 
1299,SARS_COV_2 
658,SARS_COV_2 
11549,MERS       
5357,SARS_COV_2 
8382,SARS_COV_2 
104,SARS_COV_2 
2557,SARS_COV_2 
245,SARS_COV_2 
6210,SARS_COV_2 
620,SARS_COV_2 
53,SARS_COV_2 
8310,SARS_COV_2 
1160,SARS_COV_2 
1921,SARS_COV_2 
1531,SARS_COV_2 
9206,SARS_COV_2 
1465,SARS_COV_2 
3994,SARS_COV_2 
1220,SARS_COV_2 
9480,SARS_COV_2 
5663,SARS_COV_2 
7694,SARS_COV_2 
9320,SARS_COV_2 
171,SARS_COV_2 
10693,SARS_COV_2 
4401,SARS_COV_2 
11783,MERS       
3025,SARS_COV_2 
9545,SARS_COV_2 
3167,SARS_COV_2 
7427,SARS_COV_2 
1355,SARS_COV_2 
12307,MERS       
2065,SARS_COV_2 
2737,SARS_COV_2 
9977,SARS_COV_2 
1467,SARS_COV_2 
8510,SARS_COV_2 
3385,SARS_COV_2 
2319,SARS_COV_2 
2082,SARS_COV_2 
10244,SARS_COV_2 
5481,SARS_COV_2 
9362,SARS_COV_2 
1155,SARS_COV_2 
3433,SARS_COV_2 
4442,SARS_COV_2 
8956,SARS_COV_2 
3848,SARS_COV_2 
284,SARS_COV_2 
11241,SARS_COV_2 
9019,SARS_COV_2 
9611,SARS_COV_2 
5224,SARS_COV_2 
1401,SARS_COV_2 
129,SARS_COV_2 
6395,SARS_COV_2 
7586,SARS_COV_2 
4473,SARS_COV_2 
7739,SARS_COV_2 
3704,SARS_COV_2 
3972,SARS_COV_2 
9675,SARS_COV_2 
3754,SARS_COV_2 
12703,MERS       
10109,SARS_COV_2 
7996,SARS_COV_2 
7830,SARS_COV_2 
8438,SARS_COV_2 
437,SARS_COV_2 
8559,SARS_COV_2 
4265,SARS_COV_2 
4692,SARS_COV_2 
2858,SARS_COV_2 
851,SARS_COV_2 
9395,SARS_COV_2 
9262,SARS_COV_2 
12293,MERS       
9864,SARS_COV_2 
7647,SARS_COV_2 
9051,SARS_COV_2 
6670,SARS_COV_2 
2708,SARS_COV_2 
8568,SARS_COV_2 
11624,MERS       
1879,SARS_COV_2 
8824,SARS_COV_2 
7401,SARS_COV_2 
6955,SARS_COV_2 
11532,MERS       
4743,SARS_COV_2 
3581,SARS_COV_2 
12761,MERS       
9509,SARS_COV_2 
11179,SARS_COV_2 
7544,SARS_COV_2 
3729,SARS_COV_2 
6039,SARS_COV_2 
6191,SARS_COV_2 
8758,SARS_COV_2 
8671,SARS_COV_2 
11472,MERS       
158,SARS_COV_2 
5424,SARS_COV_2 
11462,MERS       
5155,SARS_COV_2 
9171,SARS_COV_2 
5006,SARS_COV_2 
1799,SARS_COV_2 
8593,SARS_COV_2 
2114,SARS_COV_2 
2531,SARS_COV_2 
3088,SARS_COV_2 
10701,SARS_COV_2 
2549,SARS_COV_2 
10631,SARS_COV_2 
